,SurfArea,Capacity,CatchArea,DamHt,DamLen,Depth,AvgRelease,DOR,Elev
506,2.299078953664758,4.396915247167632,6.030685260261263,3.6375861597263857,6.361302477572996,2.0918640616783932,7.009408932708637,5.449320240084564,7.748460023899697
507,0.3576744442718159,2.70805020110221,5.886104031450156,3.871201010907891,6.363028103540465,2.3513752571634776,7.160845906664299,3.6082115510464816,7.507141079727608
508,0.8215403953283443,3.258096538021482,1.9459101490553132,2.1972245773362196,6.573680166960646,2.4336133554004498,2.3978952727983707,8.921991410536698,7.430707082545968
509,2.5110616072648515,5.9301209168669295,6.738152494595957,4.543294782270004,7.494430215031565,3.417726683613366,8.327967858305488,5.664001604644357,7.919719760924575
511,1.657847051641788,6.081990573807353,8.968523555396352,3.8066624897703196,8.295049140435111,4.423648309364701,9.090317329376452,5.053694783556702,7.4133673356952405
517,1.098278899766872,5.077670695432414,6.364750756851911,4.477336814478207,6.363028103540465,3.979681653901961,7.942717540573791,5.196838197598183,7.766840537085513
518,1.3596936793227117,4.215086179918229,5.91350300563827,4.07753744390572,6.363028103540465,2.856470206220483,5.680172609017068,6.596736341165919,7.663407664893479
522,0.9828272556743993,4.678420647727684,8.425516402844334,4.204692619390966,5.375278407684165,3.696351468952637,8.471149252914831,4.269697449699962,7.643003635560718
524,0.42787870294506447,2.7536607123542622,1.791759469228055,2.70805020110221,4.477336814478207,2.322387720290225,4.204692619390966,6.610830625163423,7.781973234434385
529,2.2113466125597747,4.954417614098027,6.077642243349034,2.772588722239781,7.152268856032539,2.740840023925201,6.448889394146858,6.567375417529907,7.9105906122564775
530,1.8162894669713328,4.631812116934513,7.60339933974067,3.367295829986474,7.136483208590247,2.8154087194227095,7.785305182539862,4.9082333604781745,7.881182202227102
531,-0.20211618412213422,3.0155349008501706,6.4967749901858625,4.110873864173311,6.363028103540465,3.2188758248682006,8.214465160759186,2.8622008809294686,7.583247524303362
533,2.5151933423928727,5.061961921261596,7.828834527588089,3.828641396489095,4.736198448394496,2.5494451709255714,7.825644732219989,5.298317366548036,7.868636894184167
536,1.7683202374942921,4.875197323201151,6.498282149476434,4.143134726391533,5.236441962829949,3.109060958860994,8.117610746466228,4.819474788635096,7.951911381854188
537,0.14669437915080344,2.8449093838194073,5.2832037287379885,3.8918202981106265,6.361302477572996,2.7013612129514133,6.763884908562435,4.143134726391533,7.599401333415815
541,3.4096945119161015,6.8278458957538355,9.094368195723762,4.77912349311153,6.363028103540465,3.417726683613366,10.86610828199289,4.023564380161053,7.7354333524996886
542,0.6926470555182631,3.9512437185814275,9.154087430425385,4.962844630259907,6.361302477572996,3.258096538021482,10.904909561786402,1.0986122886681098,7.692569648067906
549,-0.22189433191377778,2.760009940032921,5.049856007249537,3.970291913552122,6.363028103540465,2.9806186357439426,6.62273632394984,4.198704577546343,7.908019444632471
55,2.2213750375685026,5.272486606513515,4.955827057601261,3.6635616461296463,6.369900982828227,3.0492730404820207,8.66561319653451,4.669083511731744,6.630683385642372
567,2.6994130077065464,5.643678550586496,7.642524134232902,4.499809670330265,6.363028103540465,2.9444389791664403,9.151969458649853,4.553876891600541,7.65491704784832
57,2.832448345637174,5.711089049838639,5.099866427824199,3.5553480614894135,6.363028103540465,2.8791984572980396,8.693664334532016,5.078916801512661,6.5337888379333435
572,-0.2903523010076598,2.509599262378372,1.3862943611198906,4.007333185232471,6.364750756851911,2.797281334830153,1.9459101490553132,8.625491387861405,7.776115477098742
